"approach","seed","train_prop","model","strategy","over_ratio","threshold","n_train","n_test","train_yes_rate","test_yes_rate","accuracy","precision","recall","f1","roc_auc","pr_auc","predicted_positive","false_positives","false_negatives","true_positives","true_negatives","rank"
"full",4,0.25,"xgboost","smote_20",0.25,0.14,13821,41463,0.0185225381665581,0.0160383956780744,0.897691918095652,0.0304541874507745,0.174436090225564,0.0518551631649531,0.558635079782401,0.0308335650819546,3809,3693,549,116,37105,3
"full",4,0.25,"xgboost","smote_30",0.3,0.22,13821,41463,0.0185225381665581,0.0160383956780744,0.970624412126474,0.0590111642743222,0.0556390977443609,0.0572755417956656,0.558185772780399,0.0291534829897473,627,590,628,37,40208,4
"no_tariff",4,0.25,"xgboost","none",NA,0.07,13821,41463,0.0185225381665581,0.0160383956780744,0.933145213805079,0.0827722772277228,0.314285714285714,0.131034482758621,0.797911975634955,0.0698099210798699,2525,2316,456,209,38482,1
"no_tariff",4,0.25,"xgboost","smote_30",0.3,0.43,13821,41463,0.0185225381665581,0.0160383956780744,0.968912042061597,0.0465116279069767,0.0481203007518797,0.0473022912047302,0.569136423833248,0.0446860048192669,688,656,633,32,40142,2
"no_tariff",4,0.25,"xgboost","smote_10",0.111,0.48,13821,41463,0.0185225381665581,0.0160383956780744,0.704748812194004,0.0236194551888733,0.431578947368421,0.0447877652933833,0.568068702321026,0.0309182133384522,12151,11864,378,287,28934,3
"no_tariff",4,0.25,"xgboost","smote_20",0.25,0.23,13821,41463,0.0185225381665581,0.0160383956780744,0.926609266092661,0.032625786163522,0.124812030075188,0.0517295107510128,0.567182675547637,0.0254718448374243,2544,2461,582,83,38337,4
"full",5,0.25,"xgboost","none",NA,0.09,13821,41463,0.018450184501845,0.0160625135663121,0.951185394206883,0.102923976608187,0.264264264264264,0.148148148148148,0.814771017800652,0.0712876703922442,1710,1534,490,176,39263,1
"full",5,0.25,"xgboost","smote_30",0.3,0.48,13821,41463,0.018450184501845,0.0160625135663121,0.916648578250488,0.0337566844919786,0.151651651651652,0.0552214324767633,0.617098733412433,0.0235067169140563,2992,2891,565,101,37906,2
"full",5,0.25,"xgboost","smote_20",0.25,0.4,13821,41463,0.018450184501845,0.0160625135663121,0.896751320454381,0.0366572673673417,0.214714714714715,0.0626231661922487,0.609643837528241,0.024326846877185,3901,3758,523,143,37039,3
"full",5,0.25,"xgboost","smote_10",0.111,0.37,13821,41463,0.018450184501845,0.0160625135663121,0.893543641318766,0.031031031031031,0.186186186186186,0.0531960531960532,0.569903420590971,0.0211711105426357,3996,3872,542,124,36925,4
"no_tariff",5,0.25,"xgboost","none",NA,0.08,13821,41463,0.018450184501845,0.0160625135663121,0.939825868846924,0.0893578805568029,0.298798798798799,0.137573453162807,0.797963343150489,0.0653397519823548,2227,2028,467,199,38769,1
"no_tariff",5,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.018450184501845,0.0160625135663121,0.0160625135663121,0.0160625135663121,1,0.0316171758171331,0.553715492093314,0.0248486624462668,41463,40797,0,666,0,2
"no_tariff",5,0.25,"xgboost","smote_20",0.25,0.49,13821,41463,0.018450184501845,0.0160625135663121,0.239032390323903,0.0153464725081597,0.734234234234234,0.0300645557946511,0.536483630479513,0.0217936005415169,31864,31375,177,489,9422,3
"no_tariff",5,0.25,"xgboost","smote_30",0.3,0.28,13821,41463,0.018450184501845,0.0160625135663121,0.802329788003762,0.0236589068825911,0.280780780780781,0.0436406067677946,0.512348181698869,0.0286334863365402,7904,7717,479,187,33080,4
"full",6,0.25,"xgboost","none",NA,0.11,13821,41463,0.0175095868605745,0.0163760461134023,0.960687842172539,0.107996702390767,0.192930780559647,0.138477801268499,0.807894790818658,0.0715688742707471,1213,1082,548,131,39702,1
"full",6,0.25,"xgboost","smote_10",0.111,0.12,13821,41463,0.0175095868605745,0.0163760461134023,0.912813834020693,0.0366161616161616,0.170839469808542,0.0603067325188459,0.649154480864308,0.0266265097146602,3168,3052,563,116,37732,2
"full",6,0.25,"xgboost","smote_30",0.3,0.41,13821,41463,0.0175095868605745,0.0163760461134023,0.875599932469913,0.0335346802749427,0.237113402061856,0.0587591240875912,0.635810626449137,0.0310229199604415,4801,4640,518,161,36144,3
"full",6,0.25,"xgboost","smote_20",0.25,0.46,13821,41463,0.0175095868605745,0.0163760461134023,0.919663314280202,0.0185185185185185,0.0751104565537555,0.0297116224876202,0.445969401064612,0.0157444067548467,2754,2703,628,51,38081,4
"no_tariff",6,0.25,"xgboost","none",NA,0.1,13821,41463,0.0175095868605745,0.0163760461134023,0.956467211730941,0.0967048710601719,0.198821796759941,0.130120481927711,0.790229415821042,0.0682050888558231,1396,1261,544,135,39523,1
"no_tariff",6,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0175095868605745,0.0163760461134023,0.936425246605407,0.0459396751740139,0.14580265095729,0.0698659139026112,0.601227032634589,0.0318733995491075,2155,2056,580,99,38728,2
"no_tariff",6,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0175095868605745,0.0163760461134023,0.0449798615633215,0.016546172765894,0.980854197349043,0.0325433667236746,0.592962579971585,0.0412407031029394,40251,39585,13,666,1199,3
"no_tariff",6,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0175095868605745,0.0163760461134023,0.817958179581796,0.0297138162399014,0.319587628865979,0.0543723377599599,0.585791462302061,0.0279731553375631,7303,7086,462,217,33698,4
"full",7,0.25,"xgboost","none",NA,0.1,13821,41463,0.0167860502134433,0.0166172249957794,0.959916069748933,0.109863672814755,0.198838896952104,0.141528925619835,0.808716520381418,0.0797192199668452,1247,1110,552,137,39664,1
"full",7,0.25,"xgboost","smote_10",0.111,0.3,13821,41463,0.0167860502134433,0.0166172249957794,0.906398475749463,0.0322391559202814,0.159651669085631,0.0536454523287003,0.640570935703285,0.0258944033304686,3412,3302,579,110,37472,2
"full",7,0.25,"xgboost","smote_30",0.3,0.26,13821,41463,0.0167860502134433,0.0166172249957794,0.377710247690712,0.0188896126288364,0.715529753265602,0.036807525757802,0.533667012111008,0.0170440761871891,26099,25606,196,493,15168,3
"full",7,0.25,"xgboost","smote_20",0.25,0.46,13821,41463,0.0167860502134433,0.0166172249957794,0.0422063044159853,0.0167186803388319,0.979680696661829,0.0328763120083774,0.473406528520729,0.0202772695640979,40374,39699,14,675,1075,4
"no_tariff",7,0.25,"xgboost","none",NA,0.1,13821,41463,0.0167860502134433,0.0166172249957794,0.958854882666474,0.105508145849496,0.197387518142235,0.137512639029323,0.790077814321899,0.0721526431434195,1289,1153,553,136,39621,1
"no_tariff",7,0.25,"xgboost","smote_30",0.3,0.4,13821,41463,0.0167860502134433,0.0166172249957794,0.9224127535393,0.0386861313868613,0.153846153846154,0.0618256051326918,0.625805930997178,0.0441515706408594,2740,2634,583,106,38140,2
"no_tariff",7,0.25,"xgboost","smote_20",0.25,0.31,13821,41463,0.0167860502134433,0.0166172249957794,0.899307816607578,0.0403481012658228,0.222060957910015,0.0682883284981031,0.598657700633525,0.0430504023111517,3792,3639,536,153,37135,3
"no_tariff",7,0.25,"xgboost","smote_10",0.111,0.44,13821,41463,0.0167860502134433,0.0166172249957794,0.773291850565564,0.018250193562659,0.239477503628447,0.0339157245632066,0.521673861861514,0.031962127995378,9041,8876,524,165,31898,4
"full",8,0.25,"xgboost","none",NA,0.08,13821,41463,0.0160625135663121,0.0168584038781564,0.953331886260039,0.10025873221216,0.221745350500715,0.138084632516704,0.801286188450102,0.0762373999598107,1546,1391,544,155,39373,1
"full",8,0.25,"xgboost","smote_30",0.3,0.11,13821,41463,0.0160625135663121,0.0168584038781564,0.890046547524299,0.0340415258329309,0.201716738197425,0.058252427184466,0.650000951076218,0.0271525820555948,4142,4001,558,141,36763,2
"full",8,0.25,"xgboost","smote_20",0.25,0.15,13821,41463,0.0160625135663121,0.0168584038781564,0.92294334708053,0.041513592946363,0.161659513590844,0.0660625548085355,0.627938439468526,0.027810581497325,2722,2609,586,113,38155,3
"full",8,0.25,"xgboost","smote_10",0.111,0.1,13821,41463,0.0160625135663121,0.0168584038781564,0.936111714058317,0.0352716873212583,0.105865522174535,0.0529138362531284,0.621137700534947,0.0254274183295408,2098,2024,625,74,38740,4
"no_tariff",8,0.25,"xgboost","none",NA,0.1,13821,41463,0.0160625135663121,0.0168584038781564,0.967392615102622,0.108043217286915,0.128755364806867,0.117493472584856,0.788829950239411,0.0708864003068513,833,743,609,90,40021,1
"no_tariff",8,0.25,"xgboost","smote_10",0.111,0.26,13821,41463,0.0160625135663121,0.0168584038781564,0.942165304005981,0.0309221424627278,0.0801144492131617,0.0446215139442231,0.543919945212395,0.0255013628861791,1811,1755,643,56,39009,2
"no_tariff",8,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0160625135663121,0.0168584038781564,0.837493669054338,0.028718589043234,0.263233190271817,0.0517872220658598,0.524607202012379,0.0245270953336699,6407,6223,515,184,34541,3
"no_tariff",8,0.25,"xgboost","smote_20",0.25,0.44,13821,41463,0.0160625135663121,0.0168584038781564,0.518172828787111,0.018289940532707,0.523605150214592,0.0353452438435538,0.50349543321978,0.0214139896961738,20011,19645,333,366,21119,4
"full",9,0.25,"xgboost","none",NA,0.11,13821,41463,0.0172925258664351,0.0164483997781154,0.962448448013892,0.111111111111111,0.183284457478006,0.138350857775318,0.800056445554507,0.0713814163227497,1125,1000,557,125,39781,1
"full",9,0.25,"xgboost","smote_10",0.111,0.44,13821,41463,0.0172925258664351,0.0164483997781154,0.943419434194342,0.050755939524838,0.13782991202346,0.074191002367798,0.649177988915976,0.0404238185333989,1852,1758,588,94,39023,2
"full",9,0.25,"xgboost","smote_20",0.25,0.21,13821,41463,0.0172925258664351,0.0164483997781154,0.967054964667294,0.0340599455040872,0.0366568914956012,0.0353107344632768,0.512313231515366,0.0203881331374437,734,709,657,25,40072,3
"full",9,0.25,"xgboost","smote_30",0.3,0.34,13821,41463,0.0172925258664351,0.0164483997781154,0.489569013337192,0.0155170782477056,0.480938416422287,0.03006416131989,0.469095708347305,0.0160732581911868,21138,20810,354,328,19971,4
"no_tariff",9,0.25,"xgboost","none",NA,0.12,13821,41463,0.0172925258664351,0.0164483997781154,0.966138484914261,0.108459869848156,0.146627565982405,0.124688279301746,0.784377873917911,0.0700693178019446,922,822,582,100,39959,1
"no_tariff",9,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0172925258664351,0.0164483997781154,0.132648385307382,0.0166589034715182,0.891495601173021,0.0327066354662578,0.528472537776167,0.039446114888575,36497,35889,74,608,4892,2
"no_tariff",9,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0172925258664351,0.0164483997781154,0.725321370860767,0.023497997329773,0.387096774193548,0.0443064529663506,0.528356583312006,0.0234993172697506,11235,10971,418,264,29810,3
"no_tariff",9,0.25,"xgboost","smote_20",0.25,0.37,13821,41463,0.0172925258664351,0.0164483997781154,0.667631382196175,0.0212003801447474,0.425219941348974,0.0403871596685468,0.519709760043652,0.0255653007986171,13679,13389,392,290,27392,4
"full",10,0.25,"xgboost","none",NA,0.09,13821,41463,0.0163519282251646,0.0167619323252056,0.955116609989629,0.0905898876404494,0.185611510791367,0.121755545068429,0.79993121280056,0.0793404117566816,1424,1295,566,129,39473,1
"full",10,0.25,"xgboost","smote_10",0.111,0.08,13821,41463,0.0163519282251646,0.0167619323252056,0.690374550804332,0.0310496640148297,0.57841726618705,0.0589356399354933,0.665019644410061,0.0283574352759659,12947,12545,293,402,28223,2
"full",10,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0163519282251646,0.0167619323252056,0.396932204616164,0.0226594407791392,0.830215827338129,0.0441148361940441,0.647236388675559,0.0246098505406541,25464,24887,118,577,15881,3
"full",10,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0163519282251646,0.0167619323252056,0.698791693799291,0.0232821341956346,0.414388489208633,0.0440872560275545,0.584057304784116,0.0227613973420222,12370,12082,407,288,28686,4
"no_tariff",10,0.25,"xgboost","none",NA,0.09,13821,41463,0.0163519282251646,0.0167619323252056,0.957866049248728,0.0864779874213836,0.158273381294964,0.111845449923742,0.781491090487108,0.0702096473141893,1272,1162,585,110,39606,1
"no_tariff",10,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0163519282251646,0.0167619323252056,0.478740081518462,0.0197887970615243,0.620143884892086,0.0383537263626251,0.5552296800707,0.0228929262042791,21780,21349,264,431,19419,2
"no_tariff",10,0.25,"xgboost","smote_10",0.111,0.46,13821,41463,0.0163519282251646,0.0167619323252056,0.096278609844922,0.017425992021835,0.955395683453237,0.0342276862805742,0.47587639268491,0.0240804910296411,38104,37440,31,664,3328,3
"no_tariff",10,0.25,"xgboost","smote_20",0.25,0.46,13821,41463,0.0163519282251646,0.0167619323252056,0.630103948098305,0.0140069038767924,0.303597122302158,0.0267783488800051,0.471485535276645,0.0165821090078379,15064,14853,484,211,25915,4
"full",11,0.25,"xgboost","none",NA,0.1,13821,41463,0.0164966355545908,0.0167136965487302,0.969732050261679,0.11716621253406,0.124098124098124,0.120532585844429,0.81808901588151,0.0753526252297896,734,648,607,86,40122,1
"full",11,0.25,"xgboost","smote_30",0.3,0.42,13821,41463,0.0164966355545908,0.0167136965487302,0.906302004196513,0.0421686746987952,0.212121212121212,0.0703517587939698,0.653231445468384,0.0318080825999899,3486,3339,546,147,37431,2
"full",11,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0164966355545908,0.0167136965487302,0.185755975206811,0.0178467280998484,0.883116883116883,0.0349864227526083,0.605873992739335,0.0248041186634241,34292,33680,81,612,7090,3
"full",11,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0164966355545908,0.0167136965487302,0.888382413235897,0.0303174982095966,0.183261183261183,0.0520278574354773,0.569805132866207,0.0208138199251398,4189,4062,566,127,36708,4
"no_tariff",11,0.25,"xgboost","none",NA,0.08,13821,41463,0.0164966355545908,0.0167136965487302,0.962134915466802,0.0995433789954338,0.157287157287157,0.121923937360179,0.803451204996459,0.0707299259908242,1095,986,584,109,39784,1
"no_tariff",11,0.25,"xgboost","smote_20",0.25,0.26,13821,41463,0.0164966355545908,0.0167136965487302,0.793333815691098,0.0251989389920424,0.301587301587302,0.0465116279069767,0.554283098690751,0.0214764698197263,8294,8085,484,209,32685,2
"no_tariff",11,0.25,"xgboost","smote_30",0.3,0.3,13821,41463,0.0164966355545908,0.0167136965487302,0.921013916021513,0.0232644017725258,0.0909090909090909,0.0370479270802705,0.551625491397382,0.0218091328235199,2708,2645,630,63,38125,3
"no_tariff",11,0.25,"xgboost","smote_10",0.111,0.16,13821,41463,0.0164966355545908,0.0167136965487302,0.781805465113475,0.0232823556265693,0.294372294372294,0.0431517715494447,0.550942976844375,0.0198613107331124,8762,8558,489,204,32212,4
"full",12,0.25,"xgboost","none",NA,0.09,13821,41463,0.0168584038781564,0.0165931071075417,0.963268456213974,0.110904007455732,0.17296511627907,0.135150482680295,0.805262447777794,0.0798875940245341,1073,954,569,119,39821,1
"full",12,0.25,"xgboost","smote_20",0.25,0.2,13821,41463,0.0168584038781564,0.0165931071075417,0.947374767865326,0.069204152249135,0.174418604651163,0.0990916597853014,0.671355834628492,0.036584821744981,1734,1614,568,120,39161,2
"full",12,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0168584038781564,0.0165931071075417,0.780647806478065,0.0302827131523075,0.393895348837209,0.0562415689529937,0.635895441518258,0.0349274588210942,8949,8678,417,271,32097,3
"full",12,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0168584038781564,0.0165931071075417,0.39034802112727,0.0205132204976211,0.76453488372093,0.0399544246107102,0.617786295324598,0.0284865814555858,25642,25116,162,526,15659,4
"no_tariff",12,0.25,"xgboost","none",NA,0.09,13821,41463,0.0168584038781564,0.0165931071075417,0.963581988761064,0.110795454545455,0.170058139534884,0.134174311926605,0.797389353086279,0.0739681340335999,1056,939,571,117,39836,1
"no_tariff",12,0.25,"xgboost","smote_30",0.3,0.35,13821,41463,0.0168584038781564,0.0165931071075417,0.942792369100162,0.0587002096436059,0.162790697674419,0.086286594761171,0.634480897009967,0.0338299175104454,1908,1796,576,112,38979,2
"no_tariff",12,0.25,"xgboost","smote_20",0.25,0.49,13821,41463,0.0168584038781564,0.0165931071075417,0.899934881701758,0.0456812811761617,0.252906976744186,0.0773849232821881,0.631689860693254,0.0445288620453269,3809,3635,514,174,37140,3
"no_tariff",12,0.25,"xgboost","smote_10",0.111,0.48,13821,41463,0.0168584038781564,0.0165931071075417,0.193956057207631,0.0178808142103868,0.882267441860465,0.0350512487368269,0.58504259763592,0.0303302865427258,33947,33340,81,607,7435,4
"full",13,0.25,"xgboost","none",NA,0.12,13821,41463,0.017220172201722,0.0164725176663531,0.96719967199672,0.111366245694604,0.142020497803807,0.124839124839125,0.7990094870379,0.0739474890470878,871,774,586,97,40006,1
"full",13,0.25,"xgboost","smote_10",0.111,0.43,13821,41463,0.017220172201722,0.0164725176663531,0.908930854014423,0.0431314623338257,0.213762811127379,0.071779744346116,0.641446658389803,0.11150611453146,3385,3239,537,146,37541,2
"full",13,0.25,"xgboost","smote_20",0.25,0.32,13821,41463,0.017220172201722,0.0164725176663531,0.732050261679087,0.0269485527629072,0.434846266471449,0.0507518796992481,0.622115059416057,0.0266473762440326,11021,10724,386,297,30056,3
"full",13,0.25,"xgboost","smote_30",0.3,0.31,13821,41463,0.017220172201722,0.0164725176663531,0.920290379374382,0.0387051372273047,0.161054172767204,0.0624113475177305,0.609736061873984,0.0246981198068729,2842,2732,573,110,38048,4
"no_tariff",13,0.25,"xgboost","none",NA,0.1,13821,41463,0.017220172201722,0.0164725176663531,0.959530183537129,0.0932134096484056,0.166910688140556,0.119622245540399,0.790921126610883,0.0683642743243169,1223,1109,569,114,39671,1
"no_tariff",13,0.25,"xgboost","smote_20",0.25,0.3,13821,41463,0.017220172201722,0.0164725176663531,0.664857825048839,0.0223411177789025,0.452415812591508,0.0425795783381563,0.581147348519392,0.0223029242172132,13831,13522,374,309,27258,2
"no_tariff",13,0.25,"xgboost","smote_30",0.3,0.31,13821,41463,0.017220172201722,0.0164725176663531,0.842293128813641,0.0206286836935167,0.184480234260615,0.0371079369754086,0.56507896530108,0.0565955633613954,6108,5982,557,126,34798,3
"no_tariff",13,0.25,"xgboost","smote_10",0.111,0.45,13821,41463,0.017220172201722,0.0164725176663531,0.640088753828715,0.0198921105866487,0.431918008784773,0.0380326178044221,0.523279684512188,0.0239308921422592,14830,14535,388,295,26245,4
"full",14,0.25,"xgboost","none",NA,0.1,13821,41463,0.0156283915780334,0.0170031112075827,0.964932590502376,0.117466802860061,0.163120567375887,0.136579572446556,0.801999329026995,0.0757309211394379,979,864,590,115,39894,1
"full",14,0.25,"xgboost","smote_30",0.3,0.33,13821,41463,0.0156283915780334,0.0170031112075827,0.8448255070786,0.0326317506934247,0.283687943262411,0.0585308750365818,0.633387188661391,0.0253191492169231,6129,5929,505,200,34829,2
"full",14,0.25,"xgboost","smote_20",0.25,0.37,13821,41463,0.0156283915780334,0.0170031112075827,0.73791090852085,0.0262029093621783,0.398581560283688,0.0491731560066498,0.603809894694128,0.0232996454124642,10724,10443,424,281,30315,3
"full",14,0.25,"xgboost","smote_10",0.111,0.49,13821,41463,0.0156283915780334,0.0170031112075827,0.901936666425488,0.0343585480742588,0.175886524822695,0.057487250811312,0.593631951121983,0.0257516042311892,3609,3485,581,124,37273,4
"no_tariff",14,0.25,"xgboost","none",NA,0.08,13821,41463,0.0156283915780334,0.0170031112075827,0.948725369606637,0.0956175298804781,0.238297872340426,0.136474411047929,0.778407319591611,0.071068202748036,1757,1589,537,168,39169,1
"no_tariff",14,0.25,"xgboost","smote_10",0.111,0.47,13821,41463,0.0156283915780334,0.0170031112075827,0.804379808503967,0.0360811826609872,0.408510638297872,0.0663059744445724,0.617661084853376,0.0269287131889087,7982,7694,417,288,33064,2
"no_tariff",14,0.25,"xgboost","smote_20",0.25,0.11,13821,41463,0.0156283915780334,0.0170031112075827,0.847116706461182,0.0289297658862876,0.245390070921986,0.0517576664173523,0.551546143836706,0.0231533643798781,5980,5807,532,173,34951,3
"no_tariff",14,0.25,"xgboost","smote_30",0.3,0.38,13821,41463,0.0156283915780334,0.0170031112075827,0.85765622362106,0.0278030165364347,0.217021276595745,0.0492912371134021,0.549968730848297,0.0255940055406758,5503,5350,552,153,35408,4
"full",15,0.25,"xgboost","none",NA,0.1,13821,41463,0.0170031112075827,0.0165448713310663,0.959699008754793,0.111286503551697,0.205539358600583,0.144393241167435,0.806788698053432,0.0860502626490785,1267,1126,545,141,39651,1
"full",15,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0170031112075827,0.0165448713310663,0.280008682439766,0.0198215402851404,0.877551020408163,0.0387674276330618,0.66226541415511,0.0365868003442351,30371,29769,84,602,11008,2
"full",15,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0170031112075827,0.0165448713310663,0.873694619299134,0.0303405572755418,0.214285714285714,0.0531549448562647,0.610050229825008,0.0231618414520767,4845,4698,539,147,36079,3
"full",15,0.25,"xgboost","smote_20",0.25,0.49,13821,41463,0.0170031112075827,0.0165448713310663,0.951330101536309,0.0236051502145923,0.0481049562682216,0.0316698656429942,0.574597499690952,0.0204671694642373,1398,1365,653,33,39412,4
"no_tariff",15,0.25,"xgboost","none",NA,0.08,13821,41463,0.0170031112075827,0.0165448713310663,0.950654800665654,0.0985832349468713,0.243440233236152,0.140336134453782,0.798088190114032,0.0775876722925622,1694,1527,519,167,39250,1
"no_tariff",15,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0170031112075827,0.0165448713310663,0.0165448713310663,0.0165448713310663,1,0.0325511874540321,0.574190500404282,0.02465125810274,41463,40777,0,686,0,2
"no_tariff",15,0.25,"xgboost","smote_30",0.3,0.01,13821,41463,0.0170031112075827,0.0165448713310663,0.0165448713310663,0.0165448713310663,1,0.0325511874540321,0.53522510009823,0.0477339506584144,41463,40777,0,686,0,3
"no_tariff",15,0.25,"xgboost","smote_20",0.25,0.01,13821,41463,0.0170031112075827,0.0165448713310663,0.0165448713310663,0.0165448713310663,1,0.0325511874540321,0.520195297454812,0.0206096339695421,41463,40777,0,686,0,4
"full",16,0.25,"xgboost","none",NA,0.09,13821,41463,0.0161348672310253,0.0168342859899187,0.952632467501146,0.10288582183187,0.234957020057307,0.143106457242583,0.802056778017268,0.076079718539305,1594,1430,534,164,39335,1
"full",16,0.25,"xgboost","smote_10",0.111,0.49,13821,41463,0.0161348672310253,0.0168342859899187,0.430094300943009,0.02225,0.765042979942693,0.043242367803061,0.656475563866835,0.0538171276608023,24000,23466,164,534,17299,2
"full",16,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0161348672310253,0.0168342859899187,0.745532161203965,0.0324570560880706,0.489971346704871,0.0608811748998665,0.648317967580622,0.0682803133856339,10537,10195,356,342,30570,3
"full",16,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0161348672310253,0.0168342859899187,0.616983816896993,0.0259164428901518,0.594555873925501,0.049667883430076,0.637704633132038,0.0295354540863548,16013,15598,283,415,25167,4
"no_tariff",16,0.25,"xgboost","none",NA,0.11,13821,41463,0.0161348672310253,0.0168342859899187,0.967561440320286,0.106925880923451,0.126074498567335,0.115713346482577,0.787116279380347,0.0737437595443538,823,735,610,88,40030,1
"no_tariff",16,0.25,"xgboost","smote_10",0.111,0.32,13821,41463,0.0161348672310253,0.0168342859899187,0.937221136917252,0.0604522381172127,0.187679083094556,0.0914485165794066,0.61836202470165,0.0376269894692262,2167,2036,567,131,38729,2
"no_tariff",16,0.25,"xgboost","smote_30",0.3,0.23,13821,41463,0.0161348672310253,0.0168342859899187,0.978920965680245,0.123931623931624,0.0415472779369628,0.0622317596566524,0.612866253812737,0.050493880101371,234,205,669,29,40560,3
"no_tariff",16,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0161348672310253,0.0168342859899187,0.838988978125075,0.0284001262227832,0.257879656160458,0.0511654349061967,0.576785805284816,0.0250101017595247,6338,6158,518,180,34607,4
"full",17,0.25,"xgboost","none",NA,0.1,13821,41463,0.0162795745604515,0.0167860502134433,0.968333212743892,0.11960542540074,0.139367816091954,0.128732581287326,0.804266797660605,0.0785480943556952,811,714,599,97,40053,1
"full",17,0.25,"xgboost","smote_20",0.25,0.27,13821,41463,0.0162795745604515,0.0167860502134433,0.879555266140897,0.031195462478185,0.205459770114943,0.0541666666666667,0.601835363654793,0.0234365909456378,4584,4441,553,143,36326,2
"full",17,0.25,"xgboost","smote_10",0.111,0.38,13821,41463,0.0162795745604515,0.0167860502134433,0.495550249620143,0.0210800568450971,0.639367816091954,0.0408144547372283,0.550540406385715,0.0193371478758636,21110,20665,251,445,20102,3
"full",17,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0162795745604515,0.0167860502134433,0.0821214094493886,0.0175361570247934,0.975574712643678,0.0344530140044652,0.528664422204234,0.0191485429277535,38720,38041,17,679,2726,4
"no_tariff",17,0.25,"xgboost","none",NA,0.07,13821,41463,0.0162795745604515,0.0167860502134433,0.942695897547211,0.0918367346938776,0.271551724137931,0.137254901960784,0.79100352042685,0.0707240821243904,2058,1869,507,189,38898,1
"no_tariff",17,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0162795745604515,0.0167860502134433,0.271470950003618,0.0173682661171622,0.762931034482759,0.0339633502830279,0.527101679462964,0.0189329875275017,30573,30042,165,531,10725,2
"no_tariff",17,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0162795745604515,0.0167860502134433,0.0167860502134433,0.0167860502134433,1,0.0330178609549562,0.442404571930926,0.0280893556903174,41463,40767,0,696,0,3
"no_tariff",17,0.25,"xgboost","smote_20",0.25,0.08,13821,41463,0.0162795745604515,0.0167860502134433,0.0225261076140173,0.0165311324189829,0.978448275862069,0.0325129502757156,0.419252958148198,0.0136324831985238,41195,40514,15,681,253,4
"full",18,0.25,"xgboost","none",NA,0.07,13821,41463,0.0168584038781564,0.0165931071075417,0.950100089236186,0.11186059584036,0.289244186046512,0.161329550060803,0.815980921962557,0.0813883799196079,1779,1580,489,199,39195,1
"full",18,0.25,"xgboost","smote_20",0.25,0.25,13821,41463,0.0168584038781564,0.0165931071075417,0.898825458842824,0.0434782608695652,0.242732558139535,0.0737469640097152,0.632109402848873,0.0319381627762265,3841,3674,521,167,37101,2
"full",18,0.25,"xgboost","smote_30",0.3,0.18,13821,41463,0.0168584038781564,0.0165931071075417,0.924486891927743,0.04540379605508,0.177325581395349,0.0722962962962963,0.59598634023926,0.0248150040243346,2687,2565,566,122,38210,3
"full",18,0.25,"xgboost","smote_10",0.111,0.32,13821,41463,0.0168584038781564,0.0165931071075417,0.796758555820852,0.0267824385471444,0.318313953488372,0.0494077834179357,0.563889502801819,0.0232940416206437,8177,7958,469,219,32817,4
"no_tariff",18,0.25,"xgboost","none",NA,0.07,13821,41463,0.0168584038781564,0.0165931071075417,0.95374189036008,0.0985639686684073,0.219476744186047,0.136036036036036,0.802549584361142,0.070913512466142,1532,1381,537,151,39394,1
"no_tariff",18,0.25,"xgboost","smote_30",0.3,0.38,13821,41463,0.0168584038781564,0.0165931071075417,0.850203796155609,0.0323454699407282,0.277616279069767,0.0579402396481116,0.56967996520896,0.0416511095469692,5905,5714,497,191,35061,2
"no_tariff",18,0.25,"xgboost","smote_10",0.111,0.45,13821,41463,0.0168584038781564,0.0165931071075417,0.788872006367123,0.0226089015151515,0.277616279069767,0.0418126094570928,0.551804018792865,0.0202944958311217,8448,8257,497,191,32518,3
